13	41	3	23	12	16
12	32	30	49	3	18
34	12	14	24	36	23
30	13	36	44	23	4
31	44	6	49	5	39
29	44	6	37	22	18
27	44	8	16	12	4
26	37	9	44	46	24
47	20	31	26	21	5
10	26	37	8	31	22
26	8	42	39	36	14
34	38	42	39	9	5
38	22	46	4	27	36
37	6	41	22	21	42
29	1	19	9	49	16
23	40	35	12	17	27
18	5	22	6	38	43
26	42	43	12	35	36
14	1	23	27	33	30
26	35	38	20	42	8
30	42	1	48	32	45
41	6	4	47	17	19
6	28	9	26	20	22
26	10	3	49	24	38
42	16	18	3	37	19
25	10	32	7	43	22
32	39	19	25	2	30
46	32	14	31	12	1
19	33	21	10	24	35
18	4	40	36	47	34
45	39	41	49	3	1
43	31	39	32	4	34
22	12	37	31	6	42
36	33	38	43	35	5
36	34	35	11	33	17
23	40	14	46	10	16
18  24  44  31  13  28  21  # 02. Jun 2007
23  42  31  32  22  19  30  # 09. Jun 2007
 2  18  49  26  34  39  13  # 16. Jun 2007
25  41  33  10  36  29  23  # 23. Jun 2007
31   2  36   1  16   5   6  # 30. Jun 2007
23  27  11   8  34  25  47  #  7. Jul 2007
33  10   9   3  23  11  16  # 14. Jul 2007
20  36   4  29  44  14  38  # 21. Jul 2007
28   6   8  14  33  18  40  # 28. Jul 2007
43  30   4  32  20   7  48  #  4. Aug 2007
19  17  11   6  42   4  40  # 11. Aug 2007
 8  24   1  45  23  11  46  # 18. Aug 2007
11  49  30  22  48  44  23  # 25. Aug 2007
33  45  26   8  41  43  44  #  1. Sep 2007
27   2  34  26  31  14  42  #  8. Sep 2007
28  27  36  21  49   1   7  # 15. Sep 2007
36   6   3  34  41  11  43  # 22. Sep 2007
 9  27  22  40  20  29  19  # 29. Sep 2007
26   6  25  45  12   3  49  #  6. Oct 2007
41  24   3   9  10  47  16  # 13. Oct 2007
49  37  36  34  28  17   9  # 20. Oct 2007
 4  47  16  12   3   8  10  # 27. Oct 2007
41  21  15  11  13   2  10  #  3. Nov 2007
41   5  12   1  15   3  34  # 10. Nov 2007
15  42  30   9   1  26  20  # 17. Nov 2007
39  13  49  42  14  45  41  # 24. Nov 2007
35  29  12  23  41  21   8  # 01. Dec 2007
 2  25  24  19   1  47  12  # 08. Dec 2007
13  49  37  26  18   3   7  # 15. Dec 2007
34  10  45  33   9  41  35  # 22. Dec 2007
 2  26  23  12  28  42   1  # 29. Dec 2007
10  33  37   9  17  45  18  #  5. Jan 2008
10   4  11  45   3  47  12  # 12. Jan 2008
30  31  20   7  23  22   5  # 19. Jan 2008
20  10  37   6   4  26  39  # 26. Jan 2008
39  14  27   9   6  28  23  #  2. Feb 2008
 1  13  25  27  10  45   9  #  9. Feb 2008
 7  22  11  43  44   6   4  # 16. Feb 2008
44  39  12  40  13   1  24  # 23. Feb 2008
39  20  22  19   5   4  40  #  1. Mar 2008
35   9   6  22  37  12   2  #  8. Mar 2008
40  26   5   7  42  33  38  # 15. Mar 2008
34  43  31  11   6  42  46  # 22. Mar 2008
10  21  23  29  31  37  49  # 29. Mar 2008
 5   3  34  27   9  48  26  #  5. Apr 2008
41  22  23  42   5  34   6  # 12. Apr 2008
10  13  23  24  38  48   1  # 19. Apr 2008
43  33   8  14   3  25  17  # 26. Apr 2008
44  10  30   8  29  20  24  #  3. Mai 2008
 9  31  12  24  11  23   2  # 10. Mai 2008
22  35   8  20  25  34  44  # 17. Mai 2008
 6  34  37   2   9  46  16  # 24. Mai 2008
 7  17  22  12  41  27  19  # 31. Mai 2008
17  42  19   7  20  47  24  #  7. Jun 2008
32  30  24  44  36  21  41  # 14. Jun 2008
 2  30  32  45  43  15   7  # 21. Jun 2008
46  30   5   7   9  21  43  # 28. Jun 2008
42  11  49   7   6  15  24  #  5. Jul 2008
40  22  27   4   2  10   7  # 12. Jul 2008
15  41  38  20  43   8  29  # 19. Jul 2008
44  47  49  12  10  15  19  # 26. Jul 2008
28  17  22  29  40   4  44  #  2. Aug 2008
26  16  30  37  42  38   5  #  9. Aug 2008
1    8  36  22  42  19  28  # 16. Aug 2008
43  26   4  28  10  20  37  # 23. Aug 2008
11  48  20   8  36  21  49  # 30. Aug 2008
26  35  49  15  20  14  8   #  6. Sep 2008
27   3  22   2  38  48  26  # 13. Sep 2008
 6   4  34  28   7  43  39  # 20. Sep 2008
11  37  39  28  27  29  46  # 27. Sep 2008
 4  16  11  43  12  21  28  #  4. Oct 2008
 5  13  22  29  18   2  43  # 11. Oct 2008
25  10  21  36   1  35  38  # 18. Oct 2008
43  46  47  24  34   1  44  # 25. Oct 2008
28   6  27  26  43  25   9  #  1. Nov 2008
42  25   4   9  33  16  18  #  8. Nov 2008
31  23  48   3  39  41  11  # 15. Nov 2008
42  11  41  12  35  23  10  # 22. Nov 2008
 7  12  22  43   9  19   6  # 29. Nov 2008
24  15  23  32   5   7   8  #  6. Dez 2008
 6  44  45  13  18  22   1  # 13. Dez 2008
19   4  28  11  46  48  38  # 20. Dez 2008
24  11  31  16  13   3   6  # 27. Dez 2008
21  14  46  40   6  10  42  #  3. Jan 2009
18  17   6  49  41  37  26  # 10. Jan 2009
38   4  12  32  42  46  47  # 17. Jan 2009
36   2  14  16  12  46  33  # 24. Jan 2009
 9  11  17  31   7  14   1  # 31. Jan 2009
39  13  48  35  15   2   1  #  7. Feb 2009
28  17  40  42  29  47  30  # 14. Feb 2009
 3  29  41  14  18  31  49  # 21. Feb 2009
22   1  21  15  20  33  40  # 28. Feb 2009
33  26  44  37  38   7  18  #  7. Mar 2009
 5  44  49   8  26  45  41  # 14. Mar 2009
21  34  10  13  23  38  29  # 21. Mar 2009
 4  47  44  41  49   3   8  # 28. Mar 2009
11   2  36  26  22   1  12  #  4. Apr 2009
 3  17   7   2  38  37  32  # 11. Apr 2009
10  20   5   2  42  25  38  # 18. Apr 2009
43  35   6  19  11  18  10  # 25. Apr 2009
18  26   2  17  41  13   5  #  2. Mai 2009
30  40  22   8  24  36  16  #  9. Mai 2009
36  15  32  47  42  35  46  # 16. Mai 2009
33  28  20  29  13  14  49  # 23. Mai 2009
17  18  21  35  36  43  10  # 30. Mai 2009
35   3  23  10  13  27  42  #  6. Jun 2009
 6  48  38   4  42  46  19  # 13. Jun 2009
37  35  46  18  26  41  29  # 20. Jun 2009
37  38  47  45   3  14   7  # 27. Jun 2009
32  31  11  39  15  30  16  # 04. Jul 2009
43  12   1  14  27   3  39  # 11. Jul 2009
 1   5   9  45  30   2  24  # 18. Jul 2009
 6  31  11  24  35  23  18  # 25. Jul 2009
 2  46  44  35  16  30  47  #  1. Aug 2009
34  19  41  38  32   9  25  #  8. Aug 2009
23  42   8  34   3   5   7  # 15. Aug 2009
12  22  14   8  17  25   1  # 22. Aug 2009
23  36  35  24  44  13   2  # 29. Aug 2009
25  24  45  26   4  12  40  #  5. Sep 2009
19  23  40  41  34   5  48  # 12. Sep 2009
39  11  33  22  14  17  48  # 19. Sep 2009
 8  25  33   9  39  45  38  # 26. Sep 2009
36  16  19  34  27  11  31  #  3. Oct 2009
15  20  27  24  40  16  28  # 10. Oct 2009
44  24  31  43  45  39  46  # 17. Oct 2009
24  48   5  22  39  18  46  # 24. Oct 2009
21  25  13  22  33   7  28  # 31. Oct 2009
34  37   9  28   1  27  31  #  7. Nov 2009
 1  44  11  25   3  10  40  # 14. Nov 2009
47  24   4  44  14   8  25  # 21. Nov 2009
30  33  45  24  34  36  31  # 28. Nov 2009
 7   6  16  42   8  29  15  #  5. Dec 2009
26   4  38  49  18  22   8  # 12. Dec 2009
47  14  18  15   7  29  28  # 19. Dec 2009
24  11  16   7  49  39  21  # 26. Dec 2009
 3  43  30   6  32  31  17  #  2. Jan 2010
 2  22  33  24  37  46  10  #  9. Jan 2010
12   7   6  34  18  17  33  # 16. Jan 2010
39  28  31  21  16  14  27  # 23. Jan 2010
17  49  46  13  11  34  32  # 30. Jan 2010
15  10  22  34  41  49  36  #  6. Feb 2010
11  36  15   5  20  48  17  # 13. Feb 2010
10  24  25  20  47   2  38  # 20. Feb 2010
45  30   6  33  26   4  44  # 27. Feb 2010
38  39  35  27  13  18  21  #  6. Mar 2010
10  23  27  15  35  24  13  # 13. Mar 2010
30  21  24   6  20  22  45  # 20. Mar 2010
10  14  49  36  45   4  33  # 27. Mar 2010
48  40  24  13  32  12  19  #  3. Apr 2010
37  3    2  47  34   8  41  # 10. Apr 2010
10  11  35  38  17  16  37  # 17. Apr 2010
45  29  12  26   7  46  11  # 24. Apr 2010
19  16  10  37  20  49  29  #  1. Mai 2010
40  31  16  39  36  49  34  #  8. Mai 2010
41  10  36   5  35  11   7  # 15. Mai 2010
19  12  39  13  49  43  31  # 22. Mai 2010
17  20  26  33  46  47   8  # 29. Mai 2010
28   5  43  46  32  21  14  #  5. Jun 2010
 9  20  17   4  25  35  48  # 12. Jun 2010
42  21  13  22  41  14  28  # 19. Jun 2010
25  48  41  39  49  33  21  # 26. Jun 2010
 1  27  13  45  46  47   2  #  3. Jul 2010
 2  19  17  42   7   3  45  # 10. Jul 2010
29  20  36  11   7  49  46  # 17. Jul 2010
15  43  24   4  37  21   8  # 24. Jul 2010
34  24  46  49  22  25  27  # 31. Jul 2010
32   6  29  33  44  20  19  #  7. Aug 2010
43  32   4  14   8  30  18  # 14. Aug 2010
30  26   5  15  22  18  11  # 21. Aug 2010
 4  35  40   6  22  31  16  # 28. Aug 2010
35   3  25  19   6  48   5  #  4. Sep 2010
28  43  48  41  26  39  15  # 11. Sep 2010
 4  37  30  29  35  24  15  # 18. Sep 2010
 2  46  12   4  25   1  22  # 25. Sep 2010
28  27  15   5  17  29  16  #  2. Oct 2010
11  19  22  15  12  21  23  #  9. Oct 2010
13  47   8  45  19  33  31  # 16. Oct 2010
34  43  29   8   9  23  35  # 23. Oct 2010
49  11  12  30  15  39  29  # 30. Oct 2010
33  14  34  17  18   4   7  #  6. Nov 2010
13  43   8  24  19  17  31  # 13. Nov 2010
32   4  34  17  29  33  46  # 20. Nov 2010
 1   8   4  35  45  10   2  # 27. Nov 2010
37  18  41  24  48  13   9  #  4. Dec 2010
 5  16   7  43  31  27   2  # 11. Dec 2010
39  42  16   4  21  40  31  # 18. Dec 2010
46   9  29   2  10  11  14  # 25. Dec 2010
 2  14  18  26  35  36   8  #  1. Jan 2011
27  26  33  41  32  23  36  #  8. Jan 2011
13  12  33  21  26  38  29  # 15. Jan 2011
 3  23   7  35  19  14  11  # 22. Jan 2011
35  30   8  11  45  21  22  # 29. Jan 2011
11  41  34  24   9  35  19  #  5. Feb 2011
 1   2  32  24  31   5  12  # 12. Feb 2011
33  47  42  16  12  14  24  # 19. Feb 2011
18  32  19  47  49  38  22  # 26. Feb 2011
33  28  13  39   7  15  18  #  5. Mar 2011
 9  19  31  15  43  38   5  # 12. Mar 2011
46  11  10  41  16  21  39  # 19. Mar 2011
19  37  17  28  20  25  23  # 26. Mar 2011
25  33  16   1  29  47  34  #  2. Apr 2011
32  26  12  39  44  47   8  #  9. Apr 2011
35  49   4  19  17   3  45  # 16. Apr 2011
41   6  29  22  16  18  48  # 23. Apr 2011
19  33  10  34  29  12   9  # 30. Apr 2011
23  34  29   5  41  12   6  #  7. May 2011
 1   9  10  11  20  31  24  # 14. May 2011
13  24  28  36  45  49  12  # 21. May 2011
46   4  19  17  34  29  37  # 28. May 2011
17  46  38  34  37  22  43  #  4. Jun 2011
46  16   8  28  18  34  32  # 11. Jun 2011
25  21   6  41  14  24  46  # 18. Jun 2011
42   4  20   3  28  37  38  # 25. Jun 2011
 7  10  16  19  22  40  24  #  2. Jul 2011
45  18  23  36   9  11  17  #  9. Jul 2011
 3  27  15  14  38  22  49  # 16. Jul 2011
 8  12  18  20  24  33  27  # 23. Jul 2011
 8  11  21  40  42  44  27  # 30. Jul 2011
11  41  33  49   9  36  13  #  6. Aug 2011
31  14  13  34  21  29  49  # 13. Aug 2011
 7  32   2  41  31  22  24  # 20. Aug 2011
27  29  40  43  44  49  24  # 27. Aug 2011
31  17  42   2   8  36  15  #  3. Sep 2011
28  16  10  43   9   6  36  # 10. Sep 2011
49  42  46  23  12  38  20  # 17. Sep 2011
18  42  24   5   3   6  46  # 24. Sep 2011
13  29  21  47  17   9  31  #  1. Oct 2011
34  25  29  47  31  24  35  #  8. Oct 2011
 2  18  16   5  37  39   9  # 15. Oct 2011
 7  26   8  34   6  35  11  # 22. Oct 2011
24   6  23  35  17  44  10  # 29. Oct 2011
43  21   7  41  13  37  24  #  5. Nov 2011
12  16   7  42  15  30   2  # 12. Nov 2011
47  24  26  40   9  33  16  # 19. Nov 2011
23  33  49   3  13  38   4  # 26. Nov 2011
44   1  25  10  29  47  22  #  3. Dec 2011
34  25  10   2   5   4  24  # 10. Dec 2011
19  44   3  38  33  47  27  # 17. Dec 2011
27   6  12  26  36  32  42  # 24. Dec 2011
19   5  17   2  28  11  10  # 31. Dec 2011
29  22  37  33  24  47   2  #  7. Jan 2012
 6  20   7  32   1  11  26  # 14. Jan 2012
49  46  26  43  45  27  11  # 21. Jan 2012
 1  16  19  27  37  48   4  # 28. Jan 2012
10  15  40  27  24  45  17  #  4. Feb 2012
32   2  34  48  49  11  14  # 11. Feb 2012
40  27   3  13  25  47  26  # 18. Feb 2012
48  43  16   7  11  14  38  # 25. Feb 2012
22  48   4  24  40  33  31  #  3. Mar 2012
15  10  26  35   1  21  39  # 10. Mar 2012
 3  43   7  23  42  33   1  # 17. Mar 2012
35  37  43  39  49  22  30  # 24. Mar 2012
43  40  25   1  26  27   4  # 31. Mar 2012
15  35   2  10  44  12  43  #  7. Apr 2012
26  48  42  29  39  37  32  # 14. Apr 2012
20  41   6  24  19   7  17  # 21. Apr 2012
11  47  37  20  17  33  36  # 28. Apr 2012
31  28   5  48  14   8  42  #  5. Mai 2012
36  31  18  34  30  13   2  # 12. Mai 2012
20  42  36  34  43  47  17  # 19. Mai 2012
 5  11  15  34  44  48   4  # 26. Mai 2012
13   9  26  30  41  37  33  #  2. Jun 2012
10  15  17  22  28  31  12  #  9. Jun 2012
 1  48  28  17  46  33  10  # 16. Jun 2012
11  13  19  27  33  39   2  # 23. Jun 2012
 8  20  30  22   7  41  27  # 30. Jun 2012
 6  10  29  30  43  49  34  #  7. Jul 2012
 6  22  10  33   9  29   5  # 14. Jul 2012
40   4  38  24  31  26  27  # 21. Jul 2012
41  16  31  27  37  49  20  # 28. Jul 2012
15  18  22  23  38  40  11  #  4. Aug 2012
 3  47  20   1   2  49  35  # 11. Aug 2012
16  34  28   5  32  40  18  # 18. Aug 2012
16  17  22  25  27  35  42  # 25. Aug 2012
 3   6   7  16  26  48  22  #  1. Sep 2012
19  38  39  41  48  49   4  #  9. Sep 2012
41  48   6   9   8  34  23  # 15. Sep 2012
24  49  48  41  40   7   1  # 22. Sep 2012
39   4  20  41  34   1  47  # 29. Sep 2012
 8  20  22  34  44  46  40  #  6. Oct 2012
 9  37  36  42  10  43  20  # 13. Oct 2012
26   8   6  11  15  33  17  # 20. Oct 2012
44  33  23  39  46  11   8  # 27. Oct 2012
43   8  42  46   7  26  16  #  3. Nov 2012
28   3  49  25   2  38  14  # 10. Nov 2012
 5  24  32  36   7  15  35  # 17. Nov 2012
32   2  12  28  23  48  31  # 24. Nov 2012
 6  23   4   3  45   2   1  #  1. Dec 2012
48  34  15  19  42  27  31  #  8. Dec 2012
25  40  31  27   4  30  19  # 15. Dec 2012
49  23  38  44  11  32  45  # 22. Dec 2012
11  43  38  35  31  25  29  # 29. Dez 2012
39  47  49  45  22  26  43  #  5. Jan 2013
10   7  48  11  43  15  38  # 12. Jan 2013
39  23  27  45  28  47   6  # 19. Jan 2013
37  31  33  12  36  28  18  # 26. Jan 2013
34  17  44  28   2   4  40  #  2. Feb 2013
22  26  20   5  47  29  25  #  9. Feb 2013
22  23  24  39  33   6  18  # 16. Feb 2013
49  35  26  17  46  44  47  # 23. Feb 2013
45   2  17  48  14   4  27  #  2. Mar 2013
 2  20  47  14  39  12  16  #  9. Mar 2013
17  39  10  34   4  42  45  # 16. Mar 2013
30  37  49   9  41  16  10  # 23. Mar 2013
 7  35  39  30  46  31   8  # 30. Mar 2013
30   5  17  34   7  32  35  #  6. Apr 2013
28  35  45  15  26  10   4  # 13. Apr 2013
48   6  36  28  38  31  10  # 20. Apr 2013
28  11  32   3  10  43  41  # 27. Apr 2013
48   7   5  11  22  21      #  5. Mai 2013   keine Zusatzzahl mehr
40   7  32   3  31  41      # 11. Mai 2013
16  32  20   2   1  22      # 18. Mai 2013
29  25  23  17   3  44      # 25. Mai 2013
 2  30  28  13  36  32      #  1. Jun 2013
12  38  47  26   3  30      #  8. Jun 2013
14  16  49  43   6  25      # 15. Jun 2013
10  19  31  43   5  35      # 22. Jun 2013
36  43  22  28   7  44      # 29. Jun 2013
11  17  49   8  20   3      #  6. Jul 2013
18   3  48  28  29  38      # 13. Jul 2013
 3  46  33  11  29  18      # 20. Jul 2013
34  20  11  31  30  40      # 27. Jul 2013
31  47  19  25   6  40		#  3. Aug 2013
31  39  36   9   3  17      # 10. Aug 2013
13  42  28  19  17  25		# 17. Aug 2013
30   6  29  27   2  25      # 24. Aug 2013
39  22  44  37  26   1      # 31. Aug 2013
43  22  24  37  41  12      #  7. Sep 2013
23  22  21  30  10  40      # 14. Sep 2013
22  32   8  40  13  43      # 21. Sep 2013
31  23  37   3  41  32      # 28. Sep 2013
 3  48  12   9  35  44      #  5. Oct 2013
38  44  14  29  25  46      # 12. Oct 2013
10  38  24   4  14  40      # 19. Oct 2013
25  20  22  24   9  18      # 26. Oct 2013
24  15  38  12  19   9      # 02. Nov 2013
28  12  13  33  32   6      # 09. Nov 2013
43  42  19  39   9  24      # 16. Nov 2013
 7  30  35  12  19  33      # 23. Nov 2013
33   1  47  39  30  24      # 30. Nov 2013
19  15   9   4  48  26      #  7. Dec 2013
 5  27  38  17  19   6      # 14. Dec 2013
25   5  27  35   4  17      # 21. Dec 2013
43   9  22   6  32  10      # 28. Dec 2013
16  19  25  36  39  48      #  4. Jan 2014
14   8  29  23   5  38      # 11. Jan 2014
32  16  36  26  11  15      # 18. Jan 2014
37  32  48  24  45  36      # 25. Jan 2014
17  49  18  46  47  42      #  1. Feb 2014
44  18  42   4  29  33      #  8. Feb 2014
44  31  17   7   8  48      # 15. Feb 2014
46  39  32  26  25  30      # 22. Feb 2014
 5  47  13  24  28  38      #  1. Mar 2014
32  45  10  16  24  43      #  8. Mar 2014
33   3  23  36  12  41      # 15. Mar 2014
 7  46  34  29  30  10      # 22. Mar 2014
24  20  11   8   7   5      # 29. Mar 2014
37  14  21  17  42  47      #  5. Apr 2014
48  28  38  16  13  49      # 12. Apr 2014
48  46  25   3  47   4      # 19. Apr 2014
35  23  34   3  48   7      # 26. Apr 2014
35  41  14  40  34   2      #  3. May 2014
26  21  42   9  11  20      # 10. May 2014
39   9  37  21  42  24      # 17. May 2014
 2  34   7  16  27  13      # 24. May 2014
17  31  19  13  41   5      # 31. May 2014
42  12  47  35  27  23      #  7. Jun 2014
17  42   6  11  12  47      # 14. Jun 2014
41  30  12  32  44  21      # 21. Jun 2014
36  39   2  32  18  26      # 28. Jun 2014
38  22  41   6  24  10      #  5. Jul 2014
39  26  17   5  29  37      # 12. Jul 2014
41  19  49   5  34   6      # 19. Jul 2014
26  33  38  30  14  28      # 26. Jul 2014
11   6  41   8  20  40      #  2. Aug 2014
15  22   3  40  11  37      #  9. Aug 2014
10  49  29   2  15   5      # 16. Aug 2014
 7   9  23  10  18  36      # 23. Aug 2014
21  14  25  18  43  39      # 30. Aug 2014
17   6  33  18  11  32      #  6. Sep 2014
25  11  33  39   7  27      # 13. Sep 2014
42  47   1  14   6  40      # 20. Sep 2014
 9  39  19  13  16  48      # 27. Sep 2014
33   4  31   7  24  45      #  4. Oct 2014
 1  44  36  34  32  23      # 11. Oct 2014
15  11  27  48  30  29      # 18. Oct 2014
31  22  28  23  35  30      # 25. Oct 2014
24   4  14  48  41  30      #  1. Nov 2014
41  45   1   8   9  13      #  8. Nov 2014
31  25  13  14  10  19      # 15. Nov 2014
44  33   8  32  24  11      # 22. Nov 2014
38  17  46  30   7  24      # 29. Nov 2014
1   29  16  21  44  47      #  6. Dec 2014
12   5  26  43   8  18      # 13. Dec 2014
 4  32   6  10  24   3      # 20. Dec 2014
45  43  10  44  36  48      # 27. Dec 2014
19  37  17  36  38  28      #  3. Jan 2015
43   5  32  19  20  11      # 10. Jan 2015
 8  29  22  47  11  46      # 17. Jan 2015
18  27   7  37  47   1      # 24. Jan 2015
46  47  42   7  45  27		# 31. Jan 2015
47  25  12  14  23  13      #  7. Feb 2015
42  36  29  21  41  23		# 14. Feb 2015
41  18   3  31  35  42		# 21. Feb 2015
 2  45  41  49  20  25      # 28. Feb 2015
 6  19  41  16   7   1      #  7. Mar 2015
15  43  48  39  21  23      # 14. Mar 2015
30   4   5  19  41   3      # 21. Mar 2015
22  29  38   7  16  32		# 28. Mar 2015
43  23  34  12  28  20      #  4. Apr 2015
46  47  36   2  15  11      # 11. Apr 2015
 5  44   3  17  39  14      # 18. Apr 2015
 3   1  36   7  11  23      # 25. Apr 2015
 3  18  45   9   6   7      #  2. Mai 2015
 7  29  35  14  41  13      #  9. Mai 2015
34  16  15  47  14  40      # 16. Mai 2015
28  46   4   6  14  27      # 23. Mai 2015
31   3  24   2  44  11      # 30. Mai 2015
15  22  29  48  41  16      #  6. Jun 2015
43   5   4  26   1  18      # 13. Jun 2015
 6  21  32  38  16  35      # 20. Jun 2015
41  33  29  19   3  28      # 27. Jun 2015
47  17  42  14  32  18      #  4. Jul 2015
30  19  11  42  20  35      # 11. Jul 2015
17  18  31  30   5  42      # 18. Jul 2015
30  46  41   4  47  17      # 25. Jul 2015
36  20  31  16   7   4      #  1. Aug 2015
42  13  29  48  36   7      #  8. Aug 2015
 9  42  26  14   3  30      # 15. Aug 2015
 2  46  26  44   3  45      # 22. Aug 2015
23   8  28  16  12  44      # 29. Aug 2015
 1  47  43  13  22  12		#  5. Sep 2015
 6   2  28  26  22  15      # 12. Sep 2015
 8  17  12  37  44  29      # 19. Sep 2015
34   6  33  31  16  15      # 26. Sep 2015
41  31  40  32  33  18      #  3. Okt 2015
49  40  26   5  38  37      # 10. Okt 2015
28  41  10  19  23   9      # 17. Okt 2015
18   6  36   4  29  22      # 24. Okt 2015
29   7  17  26  40   9      # 31. Okt 2015
11   4  25  39  17  48      #  7. Nov 2015
31  48  29   8   1  24      # 14. Nov 2015
12  42  46  23  17  29      # 21. Nov 2015
10   6   3  24  37  47		# 28. Nov 2015
12  29  35  42  47   6      #  5. Dez 2015
24   3  43  31   1   6      # 12. Dez 2015
22  33  10  46   7   1      # 19. Dez 2015
41  22  40  15  19   9      # 26. Dez 2015
35  47  23  43  30   1      #  2. Jan 2016
13  10  31  34  46  48		#  9. Jan 2016
21  31  34  23  39   9      # 16. Jan 2016
27  26  40  16   2  25      # 23. Jan 2016
40  48  33  18  34  23      # 30. Jan 2016
25  10  28  16  34  49      #  6. Feb 2016
45  20  18  30  43  32      # 13. Feb 2016
29  31   1  16  30  13      # 20. Feb 2016
15  37  10  49   7  25      # 27. Feb 2016
43  10  46  33   7  37      #  5. Mar 2016
39  49  30  26  20  47      # 12. Mar 2016
37   4  15  49  44  10      # 19. Mar 2016
31   1  41  40   3  33      # 26. Mar 2016
38   1  23  28  17  10      #  2. Apr 2016
 1   4  47  39  38  46      #  9. Apr 2016
38  20  15  22   5  14      # 16. Apr 2016
15   8  27  17  35  16      # 23. Apr 2016
43  36  30  28  14  26      # 30. Apr 2016
16  34  42  44  32  37      #  7. May 2016
15   5  13  30  44  26      # 14. May 2016
48   5  46  47   2  29      # 21. May 2016
 9  17   5  45  39  24      # 28. May 2016
 6  22  35  42  31   5      #  4. Jun 2016
45   6  13  27  21  38      # 11. Jun 2016
 8  27   2  17  12  19      # 18. Jun 2016
10  34  11   6  44   2      # 25. Jun 2016
30  15  26   6   8   4      #  2. Jul 2016
44  34   1  49  37  40      #  9. Jul 2016
18  22  34  44  30   1      # 16. Jul 2016
47  25  29  48   5  43      # 23. Jul 2016
33   6  30  23  13  26      # 30. Jul 2016
33  26  45   6  47  25      #  6. Aug 2016
 6  30  28  39  14  37      # 13. Aug 2016
23  30  31  45  28  37      # 20. AUg 2016
 8  33  32  43  22   1      # 27. Aug 2016
30   8  25  14  36  18      #  3. Sep 2016
 6   1  24  43  11   3      # 10. Sep 2016
 3  46  35  47  37  34      # 17. Sep 2016
45  21  32  15  18   4      # 24. Sep 2016
20  34  25  37   7  26      #  1. Oct 2016
35  48  14  33  32  21      #  8. Oct 2016
29  41  13   7  38  19      # 15. Oct 2016
48   2  32  21  36  26      # 22. Oct 2016
28  36   8   5   7  26      # 29. Oct 2016
38  42   9  43  32  35      #  5. Nov 2016
20  47   6   2  19   9      # 12. Nov 2016
 2  39  38  15   6   1      # 19. Nov 2016
47  41  26  42  32  45      # 26. Nov 2016
16  47  48  39  43   5      #  3. Dec 2016
34  11  17  49  32  37      # 10. Dec 2016
29   6  35  24  28  34      # 17. Dec 2016
30  18  22  11  45   4      # 24. Dec 2016
42  37  27  29  45  47      # 31. Dec 2016
22  12  14  45  17  46      #  7. Jan 2017
23  37  27   4   3  28      # 14. Jan 2017
26  14  11   9   5  39      # 21. Jan 2017
41  15   6   9  42  38      # 28. Jan 2017
 2  28  39  37  16  49      #  4. Feb 2017
12  45  46  32   3  22      # 11. Feb 2017
25  20  41  27  17  24      # 18. Feb 2017
 4  28   1   9   3  32      # 25. Feb 2017
45   1  41  23  19  22      #  4. Mar 2017
26  46  12  49  17   4      # 11. Mar 2017
31  23  40   4  12  27      # 18. Mar 2017
 9  11  26  25  49   1      # 25. Mar 2017
22   8  36   5  18   9      #  1. Apr 2017
28   7  40  39   2  47      #  8. Apr 2017
12  36  18  21  30  27      # 15. Apr 2017
11  25  19   1  32  12      # 22. Apr 2017
36   4  37  49  18   3      # 29. Apr 2017
30  32  31  47  16  26      #  6. Mai 2017
19   7  32  45  47  48      # 13. Mai 2017
15  29  37   1  44  34      # 20. Mai 2017
23  24  27  49  25  29      # 27. Mai 2017
37  24  35  32  31  46      #  3. Jun 2017
29  42   6   4  26  16      # 10. Jun 2017
16  49   2   6  22  44      # 17. Jun 2017
38  27  46  43  23  13      # 24. Jun 2017
 2  15  35  47  22   3      #  1. Jul 2017
 2  40  23  27   3  17      #  8. Jul 2017
33  38   8  32  31  25      # 15. Jul 2017
37   5  47  27  45  41      # 22. Jul 2017
35  37  30  20  14  29      # 29. Jul 2017
49  18  37  14  19  23      #  5. Aug 2017
15  27  47  49  25   5      # 12. Aug 2017
35   2  45  29  10  48      # 19. Aug 2017
19   2  28  11  24  49      # 26. Aug 2017
14   5   8   3  34  33      #  2. Sep 2017
40  14  49   8  18  27      #  9. Sep 2017
21  26  27  31  35  47      # 16. Sep 2017
